context,question,choices,answer
"Bộ luật dân sự, Điều 517: Tặng cho tài sản có điều kiện
1. Bên tặng cho có thể yêu cầu bên được tặng cho thực hiện một hoặc nhiều nghĩa vụ trước hoặc sau khi tặng cho. Điều kiện tặng cho không được vi phạm điều cấm của luật, không trái đạo đức xã hội.
2. Trường hợp phải thực hiện nghĩa vụ trước khi tặng cho, nếu bên được tặng cho đã hoàn thành nghĩa vụ mà bên tặng cho không giao tài sản thì bên tặng cho phải thanh toán nghĩa vụ mà bên được tặng cho đã thực hiện.
3. Trường hợp phải thực hiện nghĩa vụ sau khi tặng cho mà bên được tặng cho không thực hiện thì bên tặng cho có quyền đòi lại tài sản và yêu cầu bồi thường thiệt hại.",Điều kiện tặng cho được coi là hợp pháp khi:,"{'A': 'Bên tặng cho không yêu cầu bất kỳ nghĩa vụ nào', 'B': 'Nội dung điều kiện không trái với quy định pháp luật', 'C': 'Tài sản được tặng cho là bất động sản', 'D': 'Bên được tặng cho là người thân thích của bên tặng cho'}",B
"Bộ luật dân sự, Điều 517: Tặng cho tài sản có điều kiện
1. Bên tặng cho có thể yêu cầu bên được tặng cho thực hiện một hoặc nhiều nghĩa vụ trước hoặc sau khi tặng cho. Điều kiện tặng cho không được vi phạm điều cấm của luật, không trái đạo đức xã hội.
2. Trường hợp phải thực hiện nghĩa vụ trước khi tặng cho, nếu bên được tặng cho đã hoàn thành nghĩa vụ mà bên tặng cho không giao tài sản thì bên tặng cho phải thanh toán nghĩa vụ mà bên được tặng cho đã thực hiện.
3. Trường hợp phải thực hiện nghĩa vụ sau khi tặng cho mà bên được tặng cho không thực hiện thì bên tặng cho có quyền đòi lại tài sản và yêu cầu bồi thường thiệt hại.","Trong trường hợp điều kiện tặng cho không được thực hiện, bên tặng cho có thể:","{'A': 'Tự ý giữ lại tài sản mà không cần bồi thường', 'B': 'Đòi lại tài sản và yêu cầu bồi thường thiệt hại', 'C': 'Chuyển nhượng tài sản cho người thứ ba', 'D': 'Yêu cầu bên được tặng cho thực hiện nghĩa vụ mới'}",B
"Luật Đất đai: Quy hoạch, kế hoạch sử dụng đất quốc gia
1. Căn cứ lập quy hoạch sử dụng đất quốc gia bao gồm:
... (điểm a đến đ)
2. Nội dung quy hoạch sử dụng đất quốc gia thực hiện theo quy định của pháp luật về quy hoạch.
3. Căn cứ lập kế hoạch sử dụng đất quốc gia bao gồm:
... (điểm a đến đ)
4. Nội dung kế hoạch sử dụng đất quốc gia xác định diện tích các loại đất theo chỉ tiêu sử dụng đất trong quy hoạch sử dụng đất quốc gia theo từng thời kỳ kế hoạch sử dụng đất 05 năm.
5. Xây dựng và cập nhật dữ liệu quy hoạch, kế hoạch sử dụng đất quốc gia vào cơ sở dữ liệu quốc gia về đất đai.","Theo Luật Đất đai, cơ sở lập quy hoạch sử dụng đất quốc gia bao gồm yếu tố nào sau đây?","{'A': 'Chiến lược phát triển kinh tế - xã hội, quốc phòng, an ninh', 'B': 'Điều kiện tự nhiên, kinh tế, xã hội', 'C': 'Hiện trạng sử dụng đất, biến động đất đai', 'D': 'Tiến bộ khoa học và công nghệ'}",A
"Luật Đất đai: Quy hoạch, kế hoạch sử dụng đất quốc gia
1. Căn cứ lập quy hoạch sử dụng đất quốc gia bao gồm:
... (điểm a đến đ)
2. Nội dung quy hoạch sử dụng đất quốc gia thực hiện theo quy định của pháp luật về quy hoạch.
3. Căn cứ lập kế hoạch sử dụng đất quốc gia bao gồm:
... (điểm a đến đ)
4. Nội dung kế hoạch sử dụng đất quốc gia xác định diện tích các loại đất theo chỉ tiêu sử dụng đất trong quy hoạch sử dụng đất quốc gia theo từng thời kỳ kế hoạch sử dụng đất 05 năm.
5. Xây dựng và cập nhật dữ liệu quy hoạch, kế hoạch sử dụng đất quốc gia vào cơ sở dữ liệu quốc gia về đất đai.",Nội dung quy hoạch sử dụng đất quốc gia được thực hiện theo quy định nào?,"{'A': 'Quy định của pháp luật về quy hoạch', 'B': 'Quy định của pháp luật về đầu tư', 'C': 'Quy định của pháp luật về đất đai', 'D': 'Quy định của pháp luật về tài nguyên'}",A
"Luật Đất đai: Quy hoạch, kế hoạch sử dụng đất quốc gia
1. Căn cứ lập quy hoạch sử dụng đất quốc gia bao gồm:
... (điểm a đến đ)
2. Nội dung quy hoạch sử dụng đất quốc gia thực hiện theo quy định của pháp luật về quy hoạch.
3. Căn cứ lập kế hoạch sử dụng đất quốc gia bao gồm:
... (điểm a đến đ)
4. Nội dung kế hoạch sử dụng đất quốc gia xác định diện tích các loại đất theo chỉ tiêu sử dụng đất trong quy hoạch sử dụng đất quốc gia theo từng thời kỳ kế hoạch sử dụng đất 05 năm.
5. Xây dựng và cập nhật dữ liệu quy hoạch, kế hoạch sử dụng đất quốc gia vào cơ sở dữ liệu quốc gia về đất đai.",Cơ sở lập kế hoạch sử dụng đất quốc gia bao gồm yếu tố nào sau đây?,"{'A': 'Kế hoạch phát triển kinh tế - xã hội', 'B': 'Kết quả thực hiện kế hoạch sử dụng đất 05 năm kỳ trước', 'C': 'Khả năng đầu tư, huy động nguồn lực', 'D': 'Nhu cầu sử dụng đất của các ngành, lĩnh vực'}",B
"Luật Đất đai: Quy hoạch, kế hoạch sử dụng đất quốc gia
1. Căn cứ lập quy hoạch sử dụng đất quốc gia bao gồm:
... (điểm a đến đ)
2. Nội dung quy hoạch sử dụng đất quốc gia thực hiện theo quy định của pháp luật về quy hoạch.
3. Căn cứ lập kế hoạch sử dụng đất quốc gia bao gồm:
... (điểm a đến đ)
4. Nội dung kế hoạch sử dụng đất quốc gia xác định diện tích các loại đất theo chỉ tiêu sử dụng đất trong quy hoạch sử dụng đất quốc gia theo từng thời kỳ kế hoạch sử dụng đất 05 năm.
5. Xây dựng và cập nhật dữ liệu quy hoạch, kế hoạch sử dụng đất quốc gia vào cơ sở dữ liệu quốc gia về đất đai.",Nội dung kế hoạch sử dụng đất quốc gia xác định diện tích các loại đất theo chỉ tiêu nào?,"{'A': 'Chỉ tiêu sử dụng đất trong quy hoạch sử dụng đất quốc gia', 'B': 'Chỉ tiêu sử dụng đất trong kế hoạch phát triển kinh tế - xã hội', 'C': 'Chỉ tiêu sử dụng đất trong kế hoạch đầu tư công', 'D': 'Chỉ tiêu sử dụng đất trong kế hoạch đầu tư'}",A
"Luật Đất đai: Quy hoạch, kế hoạch sử dụng đất quốc gia
1. Căn cứ lập quy hoạch sử dụng đất quốc gia bao gồm:
... (điểm a đến đ)
2. Nội dung quy hoạch sử dụng đất quốc gia thực hiện theo quy định của pháp luật về quy hoạch.
3. Căn cứ lập kế hoạch sử dụng đất quốc gia bao gồm:
... (điểm a đến đ)
4. Nội dung kế hoạch sử dụng đất quốc gia xác định diện tích các loại đất theo chỉ tiêu sử dụng đất trong quy hoạch sử dụng đất quốc gia theo từng thời kỳ kế hoạch sử dụng đất 05 năm.
5. Xây dựng và cập nhật dữ liệu quy hoạch, kế hoạch sử dụng đất quốc gia vào cơ sở dữ liệu quốc gia về đất đai.","Theo Luật Đất đai, việc xây dựng và cập nhật dữ liệu quy hoạch, kế hoạch sử dụng đất quốc gia phải được thực hiện như thế nào?","{'A': 'Nhập vào cơ sở dữ liệu quốc gia về đất đai', 'B': 'Báo cáo Bộ Tài nguyên và Môi trường', 'C': 'Công bố công khai trên website', 'D': 'Đăng ký tại Sở Tài nguyên và Môi trường'}",A
"Luật Giao dịch điện tử: Thông điệp dữ liệu có giá trị như bản gốc khi đáp ứng đủ các yêu cầu sau: 1. Thông tin trong thông điệp dữ liệu được bảo đảm toàn vẹn kể từ khi được khởi tạo lần đầu tiên dưới dạng một thông điệp dữ liệu hoàn chỉnh. Thông tin trong thông điệp dữ liệu được xem là toàn vẹn khi thông tin đó chưa bị thay đổi, trừ những thay đổi về hình thức phát sinh trong quá trình gửi, lưu trữ hoặc hiển thị thông điệp dữ liệu; 2. Thông tin trong thông điệp dữ liệu có thể truy cập và sử dụng được dưới dạng hoàn chỉnh.","Theo Luật Giao dịch điện tử, điều kiện nào sau đây là bắt buộc để thông điệp dữ liệu có giá trị như bản gốc?","{'A': 'Thông điệp dữ liệu phải được gửi dưới dạng giấy', 'B': 'Thông tin trong thông điệp dữ liệu phải toàn vẹn và có thể truy cập được', 'C': 'Thông điệp dữ liệu phải được ký bởi cơ quan nhà nước', 'D': 'Thông điệp dữ liệu phải được mã hóa bằng thuật toán AES'}",B
"Luật Giao dịch điện tử: Thông điệp dữ liệu có giá trị như bản gốc khi đáp ứng đủ các yêu cầu sau: 1. Thông tin trong thông điệp dữ liệu được bảo đảm toàn vẹn kể từ khi được khởi tạo lần đầu tiên dưới dạng một thông điệp dữ liệu hoàn chỉnh. Thông tin trong thông điệp dữ liệu được xem là toàn vẹn khi thông tin đó chưa bị thay đổi, trừ những thay đổi về hình thức phát sinh trong quá trình gửi, lưu trữ hoặc hiển thị thông điệp dữ liệu; 2. Thông tin trong thông điệp dữ liệu có thể truy cập và sử dụng được dưới dạng hoàn chỉnh.",Trong trường hợp nào sau đây thông tin trong thông điệp dữ liệu được coi là toàn vẹn?,"{'A': 'Khi thông điệp dữ liệu bị thay đổi về nội dung', 'B': 'Khi thông điệp dữ liệu bị thay đổi về hình thức trong quá trình gửi', 'C': 'Khi thông điệp dữ liệu bị thay đổi về hình thức trong quá trình lưu trữ', 'D': 'Khi thông điệp dữ liệu chưa bị thay đổi, trừ những thay đổi về hình thức'}",D
"Luật Giao dịch điện tử: Thông điệp dữ liệu có giá trị như bản gốc khi đáp ứng đủ các yêu cầu sau: 1. Thông tin trong thông điệp dữ liệu được bảo đảm toàn vẹn kể từ khi được khởi tạo lần đầu tiên dưới dạng một thông điệp dữ liệu hoàn chỉnh. Thông tin trong thông điệp dữ liệu được xem là toàn vẹn khi thông tin đó chưa bị thay đổi, trừ những thay đổi về hình thức phát sinh trong quá trình gửi, lưu trữ hoặc hiển thị thông điệp dữ liệu; 2. Thông tin trong thông điệp dữ liệu có thể truy cập và sử dụng được dưới dạng hoàn chỉnh.",Điều kiện nào sau đây KHÔNG phải là yêu cầu để thông điệp dữ liệu có giá trị như bản gốc?,"{'A': 'Thông điệp dữ liệu phải được gửi dưới dạng điện tử', 'B': 'Thông điệp dữ liệu phải được xác thực bằng chữ ký số', 'C': 'Thông điệp dữ liệu phải có thể truy cập và sử dụng được dưới dạng hoàn chỉnh', 'D': 'Thông điệp dữ liệu phải được lưu trữ trong thời gian tối thiểu 10 năm'}",D
"Luật Giao dịch điện tử: Thông điệp dữ liệu có giá trị như bản gốc khi đáp ứng đủ các yêu cầu sau: 1. Thông tin trong thông điệp dữ liệu được bảo đảm toàn vẹn kể từ khi được khởi tạo lần đầu tiên dưới dạng một thông điệp dữ liệu hoàn chỉnh. Thông tin trong thông điệp dữ liệu được xem là toàn vẹn khi thông tin đó chưa bị thay đổi, trừ những thay đổi về hình thức phát sinh trong quá trình gửi, lưu trữ hoặc hiển thị thông điệp dữ liệu; 2. Thông tin trong thông điệp dữ liệu có thể truy cập và sử dụng được dưới dạng hoàn chỉnh.","Nếu thông điệp dữ liệu bị thay đổi nội dung trong quá trình gửi, thì:","{'A': 'Thông điệp dữ liệu vẫn có giá trị như bản gốc', 'B': 'Thông điệp dữ liệu không còn giá trị như bản gốc', 'C': 'Thông điệp dữ liệu được coi là hợp lệ nếu có xác thực', 'D': 'Thông điệp dữ liệu được coi là hợp lệ nếu có sự đồng ý của người nhận'}",B
"Luật Giao dịch điện tử: Thông điệp dữ liệu có giá trị như bản gốc khi đáp ứng đủ các yêu cầu sau: 1. Thông tin trong thông điệp dữ liệu được bảo đảm toàn vẹn kể từ khi được khởi tạo lần đầu tiên dưới dạng một thông điệp dữ liệu hoàn chỉnh. Thông tin trong thông điệp dữ liệu được xem là toàn vẹn khi thông tin đó chưa bị thay đổi, trừ những thay đổi về hình thức phát sinh trong quá trình gửi, lưu trữ hoặc hiển thị thông điệp dữ liệu; 2. Thông tin trong thông điệp dữ liệu có thể truy cập và sử dụng được dưới dạng hoàn chỉnh.","Trong trường hợp nào sau đây, thông điệp dữ liệu vẫn được coi là có giá trị như bản gốc?","{'A': 'Khi thông điệp dữ liệu bị thay đổi hình thức trong quá trình hiển thị', 'B': 'Khi thông điệp dữ liệu bị thay đổi nội dung do lỗi kỹ thuật', 'C': 'Khi thông điệp dữ liệu bị thay đổi hình thức trong quá trình lưu trữ', 'D': 'Khi thông điệp dữ liệu bị thay đổi nội dung do người gửi cố ý'}",A
"Luật Hôn nhân và gia đình: Nghĩa vụ riêng về tài sản của vợ, chồng
1. Nghĩa vụ của mỗi bên vợ, chồng có trước khi kết hôn;
2. Nghĩa vụ phát sinh từ việc chiếm hữu, sử dụng, định đoạt tài sản riêng, trừ trường hợp nghĩa vụ phát sinh trong việc bảo quản, duy trì, tu sửa tài sản riêng của vợ, chồng theo quy định tại khoản 4 Điều 44 hoặc quy định tại khoản 4 Điều 37 của Luật này;
3. Nghĩa vụ phát sinh từ giao dịch do một bên xác lập, thực hiện không vì nhu cầu của gia đình;
4. Nghĩa vụ phát sinh từ hành vi vi phạm pháp luật của vợ, chồng.",Đoạn văn bản pháp luật quy định nội dung nào sau đây?,"{'A': 'Quyền sở hữu chung của vợ chồng', 'B': 'Nghĩa vụ riêng về tài sản của vợ, chồng', 'C': 'Quyền thừa kế tài sản sau khi ly hôn', 'D': 'Quy định về tài sản chung trong hôn nhân'}",B
"Luật Hôn nhân và gia đình: Nghĩa vụ riêng về tài sản của vợ, chồng
1. Nghĩa vụ của mỗi bên vợ, chồng có trước khi kết hôn;
2. Nghĩa vụ phát sinh từ việc chiếm hữu, sử dụng, định đoạt tài sản riêng, trừ trường hợp nghĩa vụ phát sinh trong việc bảo quản, duy trì, tu sửa tài sản riêng của vợ, chồng theo quy định tại khoản 4 Điều 44 hoặc quy định tại khoản 4 Điều 37 của Luật này;
3. Nghĩa vụ phát sinh từ giao dịch do một bên xác lập, thực hiện không vì nhu cầu của gia đình;
4. Nghĩa vụ phát sinh từ hành vi vi phạm pháp luật của vợ, chồng.","Theo đoạn văn, nghĩa vụ nào sau đây không thuộc nghĩa vụ riêng về tài sản của vợ, chồng?","{'A': 'Nghĩa vụ phát sinh từ tài sản có trước khi kết hôn', 'B': 'Nghĩa vụ phát sinh từ việc bảo quản tài sản riêng theo quy định tại khoản 4 Điều 44', 'C': 'Nghĩa vụ phát sinh từ giao dịch không vì nhu cầu của gia đình', 'D': 'Nghĩa vụ phát sinh từ hành vi vi phạm pháp luật'}",B
"Luật Hôn nhân và gia đình: Nghĩa vụ riêng về tài sản của vợ, chồng
1. Nghĩa vụ của mỗi bên vợ, chồng có trước khi kết hôn;
2. Nghĩa vụ phát sinh từ việc chiếm hữu, sử dụng, định đoạt tài sản riêng, trừ trường hợp nghĩa vụ phát sinh trong việc bảo quản, duy trì, tu sửa tài sản riêng của vợ, chồng theo quy định tại khoản 4 Điều 44 hoặc quy định tại khoản 4 Điều 37 của Luật này;
3. Nghĩa vụ phát sinh từ giao dịch do một bên xác lập, thực hiện không vì nhu cầu của gia đình;
4. Nghĩa vụ phát sinh từ hành vi vi phạm pháp luật của vợ, chồng.","Trường hợp nào sau đây không tạo ra nghĩa vụ riêng về tài sản của vợ, chồng?","{'A': 'Một bên sử dụng tài sản riêng để mua sắm cho gia đình', 'B': 'Một bên phát sinh nghĩa vụ từ tài sản có trước khi kết hôn', 'C': 'Một bên thực hiện giao dịch không vì nhu cầu của gia đình', 'D': 'Một bên vi phạm pháp luật trong việc định đoạt tài sản riêng'}",A
"Luật Hôn nhân và gia đình: Nghĩa vụ riêng về tài sản của vợ, chồng
1. Nghĩa vụ của mỗi bên vợ, chồng có trước khi kết hôn;
2. Nghĩa vụ phát sinh từ việc chiếm hữu, sử dụng, định đoạt tài sản riêng, trừ trường hợp nghĩa vụ phát sinh trong việc bảo quản, duy trì, tu sửa tài sản riêng của vợ, chồng theo quy định tại khoản 4 Điều 44 hoặc quy định tại khoản 4 Điều 37 của Luật này;
3. Nghĩa vụ phát sinh từ giao dịch do một bên xác lập, thực hiện không vì nhu cầu của gia đình;
4. Nghĩa vụ phát sinh từ hành vi vi phạm pháp luật của vợ, chồng.","Nếu vợ thực hiện giao dịch phát sinh nghĩa vụ mà không vì nhu cầu của gia đình, thì:","{'A': 'Chồng phải chịu trách nhiệm cùng vợ', 'B': 'Nghĩa vụ chỉ phát sinh đối với vợ', 'C': 'Nghĩa vụ được chia đôi giữa vợ và chồng', 'D': 'Nghĩa vụ không tồn tại do không liên quan đến gia đình'}",B
"Luật Hôn nhân và gia đình: Nghĩa vụ riêng về tài sản của vợ, chồng
1. Nghĩa vụ của mỗi bên vợ, chồng có trước khi kết hôn;
2. Nghĩa vụ phát sinh từ việc chiếm hữu, sử dụng, định đoạt tài sản riêng, trừ trường hợp nghĩa vụ phát sinh trong việc bảo quản, duy trì, tu sửa tài sản riêng của vợ, chồng theo quy định tại khoản 4 Điều 44 hoặc quy định tại khoản 4 Điều 37 của Luật này;
3. Nghĩa vụ phát sinh từ giao dịch do một bên xác lập, thực hiện không vì nhu cầu của gia đình;
4. Nghĩa vụ phát sinh từ hành vi vi phạm pháp luật của vợ, chồng.","Trường hợp nào sau đây vi phạm nguyên tắc về nghĩa vụ riêng về tài sản của vợ, chồng?","{'A': 'Chồng sử dụng tài sản riêng để trả nợ cá nhân', 'B': 'Vợ mua nhà riêng bằng tài sản chung', 'C': 'Vợ sử dụng tài sản riêng để chăm sóc con cái', 'D': 'Chồng phát sinh nghĩa vụ từ tài sản có trước khi kết hôn'}",B
"Luật Giáo dục: 'Nhà nước có chính sách tín dụng ưu đãi về lãi suất, điều kiện và thời hạn vay tiền để người học có điều kiện học tập. Khuyến khích xã hội hóa hoạt động tín dụng giáo dục.'","Theo Luật Giáo dục, mục đích chính của chính sách tín dụng ưu đãi là gì?","{'A': 'Hỗ trợ tài chính cho các doanh nghiệp giáo dục', 'B': 'Giúp người học có điều kiện học tập', 'C': 'Tăng cường đầu tư vào cơ sở vật chất trường học', 'D': 'Đảm bảo an sinh xã hội cho người lao động'}",B
"Luật Giáo dục: 'Nhà nước có chính sách tín dụng ưu đãi về lãi suất, điều kiện và thời hạn vay tiền để người học có điều kiện học tập. Khuyến khích xã hội hóa hoạt động tín dụng giáo dục.'",Luật Giáo dục yêu cầu Nhà nước thực hiện chính sách nào để phát triển tín dụng giáo dục?,"{'A': 'Tăng cường kiểm soát lãi suất ngân hàng', 'B': 'Khuyến khích xã hội hóa hoạt động tín dụng giáo dục', 'C': 'Đưa ra quy định nghiêm ngặt về điều kiện vay', 'D': 'Hạn chế các chương trình hỗ trợ học bổng'}",B
"Luật Giáo dục: 'Nhà nước có chính sách tín dụng ưu đãi về lãi suất, điều kiện và thời hạn vay tiền để người học có điều kiện học tập. Khuyến khích xã hội hóa hoạt động tín dụng giáo dục.'",Yếu tố nào sau đây KHÔNG được nêu trong chính sách tín dụng ưu đãi của Nhà nước?,"{'A': 'Lãi suất ưu đãi', 'B': 'Điều kiện vay tiền', 'C': 'Thời hạn vay tiền', 'D': 'Thời gian hoàn trả nợ'}",D
"Luật Giáo dục: 'Nhà nước có chính sách tín dụng ưu đãi về lãi suất, điều kiện và thời hạn vay tiền để người học có điều kiện học tập. Khuyến khích xã hội hóa hoạt động tín dụng giáo dục.'","Theo Luật Giáo dục, việc 'xã hội hóa hoạt động tín dụng giáo dục' có nghĩa là gì?","{'A': 'Tăng cường vai trò của ngân hàng nhà nước', 'B': 'Thúc đẩy sự tham gia của các tổ chức phi chính phủ', 'C': 'Giao quyền quản lý tín dụng cho các doanh nghiệp tư nhân', 'D': 'Kích thích sự phát triển của các chương trình hỗ trợ học sinh'}",B
"Luật Giáo dục: 'Nhà nước có chính sách tín dụng ưu đãi về lãi suất, điều kiện và thời hạn vay tiền để người học có điều kiện học tập. Khuyến khích xã hội hóa hoạt động tín dụng giáo dục.'","Nếu một sinh viên cần vay tiền để học tập, chính sách pháp lý nào được áp dụng theo Luật Giáo dục?","{'A': 'Chính sách tín dụng ưu đãi của Nhà nước', 'B': 'Chính sách lãi suất cao của ngân hàng thương mại', 'C': 'Quy định của Bộ Tài chính về thuế thu nhập', 'D': 'Quy định của Bộ Lao động - Thương binh và Xã hội'}",A
"Luật Đất đai: Quyền và nghĩa vụ của tổ chức trong nước được Nhà nước giao đất có thu tiền sử dụng đất, cho thuê đất thu tiền thuê đất một lần cho cả thời gian thuê","Theo Điều 26 và Điều 31 của Luật Đất đai, tổ chức kinh tế được Nhà nước giao đất có thu tiền sử dụng đất có quyền và nghĩa vụ nào sau đây?","{'A': 'Chuyển nhượng quyền sử dụng đất', 'B': 'Quyền và nghĩa vụ chung theo Điều 26 và Điều 31', 'C': 'Tặng cho quyền sử dụng đất cho Nhà nước', 'D': 'Thế chấp quyền sử dụng đất'}",B
"Luật Đất đai: Quyền và nghĩa vụ của tổ chức trong nước được Nhà nước giao đất có thu tiền sử dụng đất, cho thuê đất thu tiền thuê đất một lần cho cả thời gian thuê",Tổ chức kinh tế được Nhà nước giao đất có thu tiền sử dụng đất có quyền thực hiện hành vi nào sau đây?,"{'A': 'Cho thuê lại quyền sử dụng đất', 'B': 'Góp vốn bằng quyền sử dụng đất', 'C': 'Tặng cho quyền sử dụng đất cho cá nhân', 'D': 'Chuyển nhượng quyền sử dụng đất'}",D
"Luật Đất đai: Quyền và nghĩa vụ của tổ chức trong nước được Nhà nước giao đất có thu tiền sử dụng đất, cho thuê đất thu tiền thuê đất một lần cho cả thời gian thuê","Tổ chức được miễn, giảm tiền sử dụng đất khi thực hiện dự án đầu tư kinh doanh có nghĩa vụ gì khi chuyển nhượng quyền sử dụng đất?","{'A': 'Không phải nộp tiền sử dụng đất', 'B': 'Nộp lại số tiền đã được miễn, giảm', 'C': 'Được miễn thuế thu nhập doanh nghiệp', 'D': 'Được gia hạn thời gian sử dụng đất'}",B
"Luật Đất đai: Quyền và nghĩa vụ của tổ chức trong nước được Nhà nước giao đất có thu tiền sử dụng đất, cho thuê đất thu tiền thuê đất một lần cho cả thời gian thuê","Nếu một tổ chức được Nhà nước giao đất để thực hiện dự án nhà ở xã hội nhưng được miễn tiền sử dụng đất, thì tổ chức đó có nghĩa vụ gì theo quy định pháp luật?","{'A': 'Không phải thực hiện bất kỳ nghĩa vụ nào', 'B': 'Phải nộp tiền sử dụng đất theo quy định', 'C': 'Có quyền chuyển nhượng quyền sử dụng đất không giới hạn', 'D': 'Phải thực hiện đầy đủ quyền và nghĩa vụ như trường hợp không được miễn tiền sử dụng đất'}",D
"Luật Giá: Hồ sơ thẩm định giá của Nhà nước gồm các tài liệu theo điểm a, b, c, d, e; hội đồng thẩm định có trách nhiệm bàn giao hồ sơ cho cơ quan có thẩm quyền thành lập hội đồng để lưu trữ.","Theo Luật Giá, hồ sơ thẩm định giá của Nhà nước bắt buộc phải có văn bản nào sau đây?","{'A': 'Văn bản phê duyệt kế hoạch đầu tư công', 'B': 'Văn bản giao nhiệm vụ bán, thanh lý tài sản công', 'C': 'Văn bản thông báo kết quả đấu giá', 'D': 'Văn bản điều chỉnh giá dịch vụ công'}",B
"Luật Giá: Hồ sơ thẩm định giá của Nhà nước gồm các tài liệu theo điểm a, b, c, d, e; hội đồng thẩm định có trách nhiệm bàn giao hồ sơ cho cơ quan có thẩm quyền thành lập hội đồng để lưu trữ.",Hội đồng thẩm định giá có nghĩa vụ bàn giao hồ sơ cho cơ quan nào sau đây?,"{'A': 'Cơ quan quản lý thuế', 'B': 'Cơ quan, tổ chức có thẩm quyền thành lập hội đồng', 'C': 'Cơ quan quản lý giá', 'D': 'Cơ quan kiểm toán nhà nước'}",B
"Luật Giá: Hồ sơ thẩm định giá của Nhà nước gồm các tài liệu theo điểm a, b, c, d, e; hội đồng thẩm định có trách nhiệm bàn giao hồ sơ cho cơ quan có thẩm quyền thành lập hội đồng để lưu trữ.","Trong hồ sơ thẩm định giá, tài liệu nào sau đây thuộc nhóm 'các tài liệu do hội đồng thẩm định giá thu thập'?","{'A': 'Văn bản giao nhiệm vụ thẩm định', 'B': 'Quyết định thành lập hội đồng', 'C': 'Báo cáo chuyên gia và chứng thư thẩm định giá', 'D': 'Thông báo kết quả thẩm định giá'}",C
"Luật Giá: Hồ sơ thẩm định giá của Nhà nước gồm các tài liệu theo điểm a, b, c, d, e; hội đồng thẩm định có trách nhiệm bàn giao hồ sơ cho cơ quan có thẩm quyền thành lập hội đồng để lưu trữ.",Hội đồng thẩm định giá có trách nhiệm gì sau khi hoàn thành thẩm định?,"{'A': 'Chuẩn bị báo cáo thẩm định gửi cho người mua', 'B': 'Bàn giao hồ sơ cho cơ quan có thẩm quyền', 'C': 'Đăng ký kết quả thẩm định lên cổng thông tin điện tử', 'D': 'Thực hiện kiểm tra lại giá trị tài sản'}",B
"Luật Giá: Hồ sơ thẩm định giá của Nhà nước gồm các tài liệu theo điểm a, b, c, d, e; hội đồng thẩm định có trách nhiệm bàn giao hồ sơ cho cơ quan có thẩm quyền thành lập hội đồng để lưu trữ.",Mục đích chính của việc lập hồ sơ thẩm định giá theo quy định là gì?,"{'A': 'Để công khai giá tài sản cho cộng đồng', 'B': 'Để phục vụ lưu trữ và kiểm tra sau này', 'C': 'Để làm cơ sở tính toán thuế giá trị gia tăng', 'D': 'Để thực hiện nghĩa vụ báo cáo của doanh nghiệp'}",B
"Luật Nhà ở: Bố trí nhà ở phục vụ tái định cư
1. Các hình thức bố trí nhà ở phục vụ tái định cư bao gồm:
... (điểm a đến điểm e)
2. Chính phủ quy định đối tượng, điều kiện được bố trí nhà ở phục vụ tái định cư; trình tự, thủ tục mua, thuê mua, thuê nhà ở phục vụ tái định cư.","Theo Luật Nhà ở, các hình thức bố trí nhà ở phục vụ tái định cư bao gồm:","{'A': 'Xây dựng nhà ở theo dự án để bán, cho thuê mua, cho thuê', 'B': 'Đặt hàng hoặc mua nhà ở thương mại', 'C': 'Bố trí nhà ở xã hội xây dựng theo dự án', 'D': 'Người được tái định cư tự mua, thuê mua, thuê nhà ở'}",A
"Luật Nhà ở: Bố trí nhà ở phục vụ tái định cư
1. Các hình thức bố trí nhà ở phục vụ tái định cư bao gồm:
... (điểm a đến điểm e)
2. Chính phủ quy định đối tượng, điều kiện được bố trí nhà ở phục vụ tái định cư; trình tự, thủ tục mua, thuê mua, thuê nhà ở phục vụ tái định cư.",Chính phủ quy định điều gì liên quan đến nhà ở phục vụ tái định cư theo Luật Nhà ở?,"{'A': 'Điều kiện được bố trí nhà ở', 'B': 'Trình tự, thủ tục mua nhà ở', 'C': 'Quy định về giá bán nhà ở', 'D': 'Quy định về diện tích nhà ở'}",B
"Luật Nhà ở: Bố trí nhà ở phục vụ tái định cư
1. Các hình thức bố trí nhà ở phục vụ tái định cư bao gồm:
... (điểm a đến điểm e)
2. Chính phủ quy định đối tượng, điều kiện được bố trí nhà ở phục vụ tái định cư; trình tự, thủ tục mua, thuê mua, thuê nhà ở phục vụ tái định cư.",Hình thức nào sau đây không thuộc các hình thức bố trí nhà ở phục vụ tái định cư theo quy định?,"{'A': 'Bố trí nhà ở trong dự án cải tạo chung cư', 'B': 'Người được tái định cư tự xây dựng nhà ở', 'C': 'Mua nhà ở xã hội theo dự án', 'D': 'Đặt hàng nhà ở thương mại theo dự án'}",B
