context,question,answer
"Luật Tố tụng hành chính: Thời hiệu khởi kiện, các trường hợp cụ thể, thời gian tính theo quy định pháp luật dân sự.",Thời hiệu khởi kiện đối với quyết định buộc thôi việc là 01 năm kể từ ngày nhận được hoặc biết được quyết định đó đúng hay sai?,Đúng
"Luật Tố tụng hành chính - Định giá tài sản, thẩm định giá tài sản",Tòa án chỉ thành lập Hội đồng định giá khi các đương sự không thỏa thuận được giá tài sản đúng hay sai?,Sai
"Luật Bảo vệ môi trường - Nội dung giấy phép môi trường, thời hạn giấy phép, yêu cầu bảo vệ môi trường","Giấy phép môi trường phải bao gồm yêu cầu về công trình xử lý chất thải nguy hại, phương án tái xuất phế liệu nhập khẩu và kế hoạch quản lý môi trường đúng hay sai?",Đúng
"Luật Điện ảnh, Điều 12: Tổ chức, cá nhân trao đổi, mua, bán, cho thuê phim theo quy định của Luật này và quy định khác của pháp luật có liên quan.","Tổ chức, cá nhân được phép trao đổi, mua, bán, cho thuê phim theo quy định của Luật Điện ảnh và pháp luật có liên quan đúng hay sai?",Đúng
"Luật Bảo vệ môi trường - Điểm tập kết, trạm trung chuyển chất thải rắn sinh hoạt",Ủy ban nhân dân cấp xã có thể tự ý quyết định xây dựng điểm tập kết chất thải rắn sinh hoạt mà không tuân thủ tiêu chuẩn kỹ thuật của Bộ Tài nguyên và Môi trường đúng hay sai?,Sai
Luật Giáo dục - Điều kiện thành lập nhà trường và điều kiện được phép hoạt động giáo dục,"Nếu nhà trường không đáp ứng đủ điều kiện tại khoản 2 Điều 1 sau thời hạn quy định, sẽ bị thu hồi quyết định thành lập đúng hay sai?",Đúng
"Luật Tố tụng hành chính, Điều 107: Tạm dừng việc thực hiện hành vi hành chính được áp dụng nếu có căn cứ cho rằng việc tiếp tục thực hiện hành vi hành chính sẽ dẫn đến hậu quả nghiêm trọng không thể khắc phục.","Nếu hành vi hành chính có thể gây hậu quả nghiêm trọng nhưng có thể khắc phục được, thì người có thẩm quyền vẫn có thể quyết định tạm dừng. đúng hay sai?",Sai
"Luật Đất đai Điều 75: Điều kiện được bồi thường về đất khi Nhà nước thu hồi đất vì mục đích quốc phòng, an ninh; phát triển kinh tế - xã hội vì lợi ích quốc gia, công cộng","Tổ chức tôn giáo trực thuộc được Nhà nước cho phép hoạt động được bồi thường về đất nếu sử dụng đất do Nhà nước giao, cho thuê đúng hay sai?",Sai
"Bộ luật dân sự, Quyền sử dụng của chủ sở hữu: Chủ sở hữu được sử dụng tài sản theo ý chí của mình nhưng không được gây thiệt hại hoặc làm ảnh hưởng đến lợi ích quốc gia, dân tộc, lợi ích công cộng, quyền và lợi ích hợp pháp của người khác.","Chủ sở hữu được sử dụng tài sản theo ý chí của mình, không bị giới hạn bởi bất kỳ điều kiện nào đúng hay sai?",Sai
"Luật Hôn nhân và gia đình: Giải quyết quyền, nghĩa vụ tài sản của vợ chồng đối với người thứ ba khi ly hôn
1. Quyền, nghĩa vụ tài sản của vợ chồng đối với người thứ ba vẫn có hiệu lực sau khi ly hôn, trừ trường hợp vợ chồng và người thứ ba có thỏa thuận khác.
2. Trong trường hợp có tranh chấp về quyền, nghĩa vụ tài sản thì áp dụng quy định tại các điều 27, 37 và 45 của Luật này và quy định của Bộ luật dân sự để giải quyết.","Trong trường hợp tranh chấp về quyền, nghĩa vụ tài sản sau ly hôn, người tham gia cần áp dụng đồng thời các điều 27, 37 và 45 của Luật Hôn nhân và gia đình. đúng hay sai?",Đúng
"Luật Tố tụng hành chính, Điều 114","Trường hợp một đương sự vắng mặt, Chủ tọa phiên tòa phải công bố lời khai của họ để họ tự mình tranh luận tại phiên tòa. đúng hay sai?",Sai
"Điều kiện về viễn thông khi tham gia đấu giá, thi tuyển quyền sử dụng tần số vô tuyến điện
Doanh nghiệp được xác định đủ điều kiện về viễn thông để tham gia đấu giá, thi tuyển quyền sử dụng tần số vô tuyến điện khi đáp ứng các điều kiện quy định tại các điểm a, b, c, d và đ khoản 1 Điều 36 của Luật này và đã hoàn thành các nghĩa vụ tài chính về viễn thông theo quy định của pháp luật.","Doanh nghiệp tham gia đấu giá quyền sử dụng tần số vô tuyến điện phải đáp ứng đầy đủ các điều kiện quy định tại điểm a, b, c, d và đ khoản 1 Điều 36 của Luật Viễn thông đúng hay sai?",Đúng
"Luật Tố tụng hành chính: Thẩm quyền và thời hạn giải quyết tố cáo
1. Tố cáo hành vi vi phạm pháp luật của người có thẩm quyền tiến hành tố tụng thuộc cơ quan có thẩm quyền nào thì người đứng đầu cơ quan đó có trách nhiệm giải quyết. Trường hợp người bị tố cáo là Chánh án, Phó Chánh án Tòa án, Viện trưởng, Phó Viện trưởng Viện kiểm sát thì Chánh án Tòa án trên một cấp trực tiếp, Viện trưởng Viện kiểm sát cấp trên trực tiếp có trách nhiệm giải quyết. Thời hạn giải quyết tố cáo là 60 ngày kể từ ngày nhận được tố cáo; đối với vụ việc phức tạp thì thời hạn giải quyết tố cáo có thể dài hơn, nhưng không quá 90 ngày.
2. Tố cáo về hành vi vi phạm pháp luật có dấu hiệu tội phạm được giải quyết theo quy định của Bộ luật tố tụng hình sự.",Tố cáo về hành vi vi phạm pháp luật có dấu hiệu tội phạm được giải quyết theo quy định của Luật Tố tụng hình sự đúng hay sai?,Sai
Luật Điện ảnh - Phổ biến phim trên hệ thống truyền hình,"Người đứng đầu cơ quan báo chí có thể tự quyết định cấp và thu hồi Quyết định phát sóng mà không cần tham khảo ý kiến Bộ Văn hóa, Thể thao và Du lịch đúng hay sai?",Sai
"Luật Giáo dục: Chính sách phát triển giáo dục thường xuyên; trách nhiệm của cơ quan, tổ chức; phối hợp giữa các cơ sở giáo dục.",Nhà nước có chính sách đầu tư phát triển giáo dục thường xuyên nhằm thúc đẩy việc học tập của người lớn đúng hay sai?,Đúng
"Luật Viên chức: Việc tuyển dụng viên chức phải căn cứ vào nhu cầu công việc, vị trí việc làm, tiêu chuẩn chức danh nghề nghiệp và quỹ tiền lương của đơn vị sự nghiệp công lập.",Đơn vị sự nghiệp công lập có thể tuyển dụng viên chức khi có nhu cầu công việc nhưng không cần xem xét quỹ tiền lương. đúng hay sai?,Sai
"Luật Tố tụng hành chính: Xử lý tiền tạm ứng chi phí xem xét, thẩm định tại chỗ
1. Trường hợp người đã nộp tiền tạm ứng chi phí xem xét, thẩm định tại chỗ không phải chịu chi phí xem xét, thẩm định tại chỗ thì người phải chịu chi phí xem xét, thẩm định tại chỗ theo quyết định của Tòa án phải hoàn trả cho người đã nộp tiền tạm ứng chi phí xem xét, thẩm định tại chỗ.
2. Trường hợp người đã nộp tiền tạm ứng chi phí xem xét, thẩm định tại chỗ phải chịu chi phí xem xét, thẩm định tại chỗ, nếu số tiền tạm ứng đã nộp chưa đủ cho chi phí xem xét, thẩm định tại chỗ thực tế thì họ phải nộp thêm phần tiền còn thiếu; nếu số tiền tạm ứng đã nộp nhiều hơn chi phí xem xét, thẩm định tại chỗ thực tế thì họ được trả lại phần tiền còn thừa theo quyết định của Tòa án.","Nếu số tiền tạm ứng đã nộp nhiều hơn chi phí thực tế, người nộp phải được trả lại phần tiền còn thừa theo quyết định của Tòa án đúng hay sai?",Đúng
"Luật Thanh niên: Trách nhiệm của Mặt trận Tổ quốc Việt Nam
1. Xây dựng kế hoạch... thanh niên.
2. Phối hợp với Đoàn Thanh niên... thanh niên.
3. Vận động thành viên... thanh niên.",Mặt trận Tổ quốc Việt Nam không cần phối hợp với các tổ chức thành viên để bảo vệ quyền lợi hợp pháp của thanh niên đúng hay sai?,Sai
"Luật Đất đai - Đối tượng áp dụng
1. Cơ quan nhà nước thực hiện quyền hạn và trách nhiệm đại diện chủ sở hữu toàn dân về đất đai, thực hiện nhiệm vụ thống nhất quản lý nhà nước về đất đai.
2. Người sử dụng đất.
3. Các đối tượng khác có liên quan đến việc quản lý, sử dụng đất đai.",Người sử dụng đất có trách nhiệm thực hiện nhiệm vụ thống nhất quản lý nhà nước về đất đai đúng hay sai?,Sai
"Bộ luật dân sự, Trách nhiệm do chậm thực hiện nghĩa vụ trả tiền","Theo Bộ luật Dân sự, bên có nghĩa vụ chậm trả tiền phải trả lãi đối với số tiền chậm trả tương ứng với thời gian chậm trả. đúng hay sai?",Đúng
"Luật Giao dịch điện tử, Điều 1-4","Nền tảng số phục vụ giao dịch điện tử chỉ được phép cung cấp môi trường cho các bên thực hiện giao dịch, không thể dùng để phát triển sản phẩm, dịch vụ đúng hay sai?",Sai
"Luật Tố tụng hành chính, Cấm hoặc buộc thực hiện hành vi nhất định được áp dụng nếu trong quá trình giải quyết vụ án có căn cứ cho rằng đương sự thực hiện hoặc không thực hiện hành vi nhất định làm ảnh hưởng đến việc giải quyết vụ án hoặc quyền, lợi ích hợp pháp của người khác có liên quan trong vụ án đang được Tòa án giải quyết.","Nếu một bên trong vụ án có hành vi gây ảnh hưởng đến quyền lợi của người khác nhưng không liên quan trực tiếp đến vụ án, thì Tòa án vẫn có thể áp dụng cấm hoặc buộc thực hiện hành vi đó. đúng hay sai?",Sai
"Bộ luật dân sự: Trả tiền công
1. Bên gửi phải trả đủ tiền công khi lấy lại tài sản gửi giữ, trừ trường hợp có thoả thuận khác.
2. Trường hợp các bên không thoả thuận về mức tiền công thì áp dụng mức tiền công trung bình tại địa điểm và thời điểm trả tiền công.
3. Khi bên gửi lấy lại tài sản trước thời hạn thì vẫn phải trả đủ tiền công và thanh toán chi phí cần thiết phát sinh từ việc bên giữ phải trả lại tài sản trước thời hạn, trừ trường hợp có thoả thuận khác.
4. Khi bên giữ yêu cầu bên gửi lấy lại tài sản trước thời hạn thì bên giữ không được nhận tiền công và phải bồi thường thiệt hại cho bên gửi, trừ trường hợp có thoả thuận khác.","Bên gửi phải trả đủ tiền công khi lấy lại tài sản gửi giữ, trừ trường hợp có thoả thuận khác. đúng hay sai?",Đúng
Luật Tài nguyên nước: Hạch toán tài nguyên nước; nguyên tắc hạch toán; sử dụng kết quả hạch toán; cơ quan tổ chức hạch toán; quy định chi tiết,"Hạch toán tài nguyên nước là quá trình tổng hợp, tính toán, cân đối nguồn nước và xác định giá trị tài nguyên nước trong các hoạt động kinh tế - xã hội đúng hay sai?",Đúng
Chủ tịch Ủy ban trung ương Mặt trận Tổ quốc Việt Nam và người đứng đầu cơ quan trung ương của tổ chức chính trị - xã hội được mời tham dự phiên họp của Chính phủ khi bàn các vấn đề có liên quan.,Người đứng đầu cơ quan trung ương của tổ chức chính trị - xã hội được mời tham dự tất cả các phiên họp của Chính phủ đúng hay sai?,Sai
"Luật Trồng trọt
Phát triển vùng sản xuất hàng hóa tập trung
1. Phát triển vùng sản xuất hàng hóa tập trung phải phù hợp với tính chất lý, hóa học của đất, khí hậu, nguồn nước, đặc tính sinh học của cây trồng, lợi thế vùng; bảo đảm xây dựng vùng nguyên liệu gắn với chế biến và thị trường.
2. Ủy ban nhân dân cấp tỉnh có trách nhiệm lập kế hoạch, đề án phát triển vùng sản xuất hàng hóa tập trung phù hợp với quy hoạch.","Luật Trồng trọt yêu cầu phát triển vùng sản xuất hàng hóa tập trung phải gắn với chế biến và thị trường, đồng thời đảm bảo lợi thế vùng đúng hay sai?",Đúng
"Luật Đất đai: Bồi thường thiệt hại đối với đất thuộc hành lang bảo vệ an toàn công trình, khu vực bảo vệ, vành đai an toàn khi xây dựng công trình, khu vực có hành lang bảo vệ an toàn... người sử dụng đất được bồi thường thiệt hại do hạn chế khả năng sử dụng đất, thiệt hại tài sản gắn liền với đất theo quy định của Chính phủ.","Người sử dụng đất được bồi thường thiệt hại nếu xây dựng công trình trong hành lang bảo vệ an toàn mà không thu hồi đất, nhưng chỉ khi có quyết định thu hồi đất của cơ quan có thẩm quyền đúng hay sai?",Sai
Luật Tố tụng hành chính - Điều 134,"Theo quy định, người kháng cáo phải nộp tiền tạm ứng án phí trong thời hạn 10 ngày kể từ ngày nhận được thông báo của Tòa án. đúng hay sai?",Đúng
Luật Đất đai: Quyền của công dân đối với đất đai (Điều 10),Công dân có quyền tham gia đấu giá quyền sử dụng đất theo quy định của pháp luật đúng hay sai?,Đúng
"Luật Tố tụng hành chính: Thẩm quyền và thời hạn giải quyết tố cáo
1. Tố cáo hành vi vi phạm pháp luật của người có thẩm quyền tiến hành tố tụng thuộc cơ quan có thẩm quyền nào thì người đứng đầu cơ quan đó có trách nhiệm giải quyết. Trường hợp người bị tố cáo là Chánh án, Phó Chánh án Tòa án, Viện trưởng, Phó Viện trưởng Viện kiểm sát thì Chánh án Tòa án trên một cấp trực tiếp, Viện trưởng Viện kiểm sát cấp trên trực tiếp có trách nhiệm giải quyết. Thời hạn giải quyết tố cáo là 60 ngày kể từ ngày nhận được tố cáo; đối với vụ việc phức tạp thì thời hạn giải quyết tố cáo có thể dài hơn, nhưng không quá 90 ngày.
2. Tố cáo về hành vi vi phạm pháp luật có dấu hiệu tội phạm được giải quyết theo quy định của Bộ luật tố tụng hình sự.",Thời hạn giải quyết tố cáo hành vi vi phạm pháp luật của người có thẩm quyền tiến hành tố tụng là 60 ngày kể từ ngày nhận được tố cáo đúng hay sai?,Đúng
"Bộ luật dân sự, Thù lao: Bên bảo lãnh được hưởng thù lao nếu bên bảo lãnh và bên được bảo lãnh có thoả thuận.",Bên bảo lãnh không được hưởng thù lao nếu không có thoả thuận giữa bên bảo lãnh và bên được bảo lãnh. đúng hay sai?,Đúng
"Luật Phòng, chống ma túy: Các biện pháp cai nghiện ma túy bao gồm cai nghiện tự nguyện và bắt buộc. Biện pháp tự nguyện được thực hiện tại gia đình, cộng đồng hoặc cơ sở cai nghiện ma túy; biện pháp bắt buộc được thực hiện tại cơ sở cai nghiện ma túy công lập.",Biện pháp cai nghiện tự nguyện được thực hiện tại cơ sở cai nghiện ma túy công lập đúng hay sai?,Sai
"Luật Chăn nuôi - Điều 68: Quản lý chăn nuôi động vật khác
1. Tổ chức, cá nhân được chăn nuôi động vật khác quy định tại các điều 64, 65, 66 và 67 của Luật này và động vật khác thuộc Danh mục động vật khác được phép chăn nuôi.
2. Chính phủ ban hành Danh mục động vật khác được phép chăn nuôi. Bộ trưởng Bộ Nông nghiệp và Phát triển nông thôn quy định việc chăn nuôi động vật khác thuộc Danh mục động vật khác được phép chăn nuôi.",Việc chăn nuôi động vật khác chỉ cần đáp ứng điều kiện thuộc Danh mục động vật khác được phép chăn nuôi mà không cần quy định cụ thể từ Bộ trưởng Bộ Nông nghiệp và Phát triển nông thôn. đúng hay sai?,Sai
Luật Bảo vệ môi trường: Tranh chấp về môi trường; nội dung tranh chấp; giải quyết tranh chấp; thời hiệu khởi kiện; tranh chấp quốc tế.,"Thời hiệu khởi kiện về môi trường được tính từ ngày tổ chức, cá nhân bị thiệt hại thực sự xảy ra tổn thất môi trường. đúng hay sai?",Sai
"Luật Tố tụng hành chính, Điều 10: Người tham gia tố tụng hành chính gồm đương sự, người đại diện của đương sự, người bảo vệ quyền và lợi ích hợp pháp của đương sự, người làm chứng, người giám định, người phiên dịch.",Một người có thể đồng thời đóng vai trò là người làm chứng và người phiên dịch trong cùng một vụ án. đúng hay sai?,Đúng
"Luật Phòng, chống tác hại của rượu, bia - Giải thích từ ngữ","Theo Luật này, rượu được xác định là đồ uống có cồn thực phẩm được sản xuất từ quá trình lên men tinh bột ngũ cốc hoặc dịch đường cây, hoa, củ, quả đúng hay sai?",Đúng
"Luật Phòng, chống tác hại của rượu, bia: Kinh phí cho hoạt động phòng, chống tác hại của rượu, bia bao gồm ngân sách nhà nước và kinh phí hợp pháp khác. Chính phủ quy định nội dung chi, mức chi cho hoạt động phòng, chống tác hại của rượu, bia được ngân sách nhà nước bảo đảm.","Kinh phí phòng, chống tác hại của rượu, bia bao gồm ngân sách nhà nước và kinh phí hợp pháp khác đúng hay sai?",Đúng
"Luật Du lịch: Cấp lại giấy phép kinh doanh dịch vụ lữ hành, trình tự thủ tục, thời hạn 05 ngày làm việc, thông báo cho cơ quan cấp tỉnh.",Công ty phải gửi đơn đề nghị cấp lại giấy phép đến Tổng cục Du lịch trực tiếp đúng hay sai?,Sai
"Bộ luật dân sự, Trường hợp không áp dụng pháp luật nước ngoài",Pháp luật nước ngoài không được áp dụng nếu nội dung của nó trái với các nguyên tắc cơ bản của pháp luật Việt Nam đúng hay sai?,Đúng
"Luật Giá - Nhiệm vụ, quyền hạn của Bộ Tài chính (điểm 1 đến điểm 16)","Bộ Tài chính có nhiệm vụ điều chỉnh danh mục hàng hóa, dịch vụ bình ổn giá theo đề xuất của các Bộ, cơ quan ngang Bộ quản lý ngành đúng hay sai?",Sai
Luật Đất đai - Điều 122 về đăng ký biến động và thời hạn đăng ký,Tất cả các thay đổi về quyền sử dụng đất đều yêu cầu đăng ký biến động theo quy định của Luật Đất đai đúng hay sai?,Sai
"Luật Tố tụng hành chính: Xử lý hành vi cản trở đại diện của cơ quan, tổ chức, cá nhân tham gia tố tụng theo yêu cầu của Tòa án. Người có hành vi đe dọa, hành hung hoặc lợi dụng sự lệ thuộc nhằm cản trở đại diện của cơ quan, tổ chức, cá nhân đến phiên tòa, phiên họp theo triệu tập của Tòa án thì tùy theo tính chất, mức độ vi phạm mà bị xử phạt vi phạm hành chính hoặc bị truy cứu trách nhiệm hình sự theo quy định của pháp luật.","Người có hành vi đe dọa, hành hung đại diện của cơ quan, tổ chức, cá nhân tham gia tố tụng có thể bị xử phạt vi phạm hành chính hoặc truy cứu trách nhiệm hình sự theo quy định của pháp luật. đúng hay sai?",Đúng
"Luật Phòng, chống tác hại của rượu, bia: Quản lý việc quảng cáo rượu, bia có độ cồn dưới 5,5 độ; quy định về nội dung quảng cáo, phương tiện quảng cáo, cảnh báo, và công nghệ kiểm soát tuổi.","Công ty có thể sử dụng phần mềm kiểm soát tuổi cơ bản để ngăn ngừa người chưa đủ 18 tuổi truy cập quảng cáo rượu, bia đúng hay sai?",Sai
"Luật Du lịch: Hồ sơ, trình tự, thủ tục, thẩm quyền cấp thẻ hướng dẫn viên du lịch tại điểm",Cơ quan chuyên môn cấp tỉnh phải cấp thẻ hướng dẫn viên du lịch tại điểm trong vòng 15 ngày kể từ ngày có kết quả kiểm tra đúng hay sai?,Sai
"Bộ luật dân sự: Hậu quả của giao dịch dân sự do người không có quyền đại diện xác lập, thực hiện... (nội dung đầy đủ như trong yêu cầu)","Người không có quyền đại diện phải bồi thường thiệt hại nếu gây thiệt hại cho người được đại diện, kể cả khi người đã giao dịch không biết về việc không có quyền đại diện. đúng hay sai?",Đúng
"Luật Du lịch - Đối tượng áp dụng
1. Cơ quan, tổ chức, cá nhân Việt Nam hoạt động du lịch trên lãnh thổ Việt Nam và ở nước ngoài.
2. Tổ chức, cá nhân nước ngoài hoạt động du lịch trên lãnh thổ Việt Nam.
3. Cơ quan quản lý nhà nước về du lịch, cơ quan khác, tổ chức, cá nhân, cộng đồng dân cư có hoạt động liên quan đến du lịch.","Cơ quan, tổ chức, cá nhân Việt Nam hoạt động du lịch ở nước ngoài thuộc đối tượng áp dụng của Luật Du lịch đúng hay sai?",Đúng
"Luật Giao dịch điện tử: Sửa đổi, bổ sung, thay thế, bãi bỏ một số điều của các luật có liên quan... (nội dung văn bản)","Dịch vụ tin cậy thuộc danh mục ngành, nghề đầu tư kinh doanh có điều kiện theo Luật Đầu tư số 61/2020/QH14 đúng hay sai?",Đúng
"Luật Căn cước, Điều 15: Thời hạn cấp, cấp đổi, cấp lại thẻ căn cước trong thời hạn 07 ngày làm việc kể từ ngày nhận đủ hồ sơ theo quy định của Luật này.","Nếu hồ sơ được nhận vào thứ Bảy, thời hạn cấp thẻ căn cước sẽ bắt đầu tính từ thứ Hai đúng hay sai?",Đúng
"Luật Du lịch, Phạm vi điều chỉnh","Luật Du lịch quy định về quyền, nghĩa vụ của khách du lịch, tổ chức, cá nhân kinh doanh du lịch và cộng đồng dân cư có hoạt động liên quan đến du lịch đúng hay sai?",Đúng
"Luật Trọng tài thương mại: Chấm dứt hoạt động của Trung tâm trọng tài (Điều 1, khoản a và b; Điều 2)","Hoạt động của Trung tâm trọng tài chấm dứt khi bị thu hồi Giấy phép thành lập theo quy định tại Điều 1, khoản b đúng hay sai?",Đúng
"Luật Tố tụng hành chính, Điều 283: Thông báo và xác minh những tình tiết mới được phát hiện","Khi phát hiện tình tiết mới, Chánh án Tòa án cấp tỉnh phải trực tiếp kiến nghị với Chánh án Tòa án nhân dân tối cao để xem xét kháng nghị theo thủ tục tái thẩm đúng hay sai?",Sai
"Bộ luật dân sự: Nghĩa vụ của người giám hộ đối với người được giám hộ từ đủ mười lăm tuổi đến chưa đủ mười tám tuổi
1. Đại diện cho người được giám hộ trong các giao dịch dân sự, trừ trường hợp pháp luật quy định người từ đủ mười lăm tuổi đến chưa đủ mười tám tuổi có thể tự mình xác lập, thực hiện giao dịch dân sự.
2. Quản lý tài sản của người được giám hộ, trừ trường hợp pháp luật có quy định khác.
3. Bảo vệ quyền, lợi ích hợp pháp của người được giám hộ.","Người giám hộ phải đại diện cho người được giám hộ trong mọi giao dịch dân sự, kể cả khi người được giám hộ đủ mười lăm tuổi đến chưa đủ mười tám tuổi có thể tự mình xác lập giao dịch. đúng hay sai?",Sai
"Luật Tố tụng hành chính: Tạm đình chỉ việc thi hành quyết định hành chính, quyết định kỷ luật buộc thôi việc, quyết định xử lý vụ việc cạnh tranh được áp dụng nếu trong quá trình giải quyết vụ án có căn cứ cho rằng việc thi hành quyết định đó sẽ dẫn đến hậu quả nghiêm trọng không thể khắc phục.","Việc tạm đình chỉ thi hành quyết định hành chính, quyết định kỷ luật buộc thôi việc, quyết định xử lý vụ việc cạnh tranh được áp dụng khi có căn cứ cho rằng việc thi hành sẽ dẫn đến hậu quả nghiêm trọng không thể khắc phục. đúng hay sai?",Đúng
"Bộ luật dân sự
Bồi thường thiệt hại do nhà cửa, công trình xây dựng khác gây ra
Chủ sở hữu, người chiếm hữu, người được giao quản lý, sử dụng nhà cửa, công trình xây dựng khác phải bồi thường thiệt hại do nhà cửa, công trình xây dựng khác đó gây thiệt hại cho người khác.
Khi người thi công có lỗi trong việc để nhà cửa, công trình xây dựng khác gây thiệt hại thì phải liên đới bồi thường.",Chủ sở hữu nhà cửa phải bồi thường thiệt hại do nhà cửa đó gây ra cho người khác đúng hay sai?,Đúng
"Luật Căn cước: Trách nhiệm của Ủy ban nhân dân cấp tỉnh... Tổ chức phổ biến, giáo dục pháp luật về căn cước... kiểm tra và xử lý vi phạm pháp luật về căn cước...",Ủy ban nhân dân cấp tỉnh có trách nhiệm triển khai thực hiện các văn bản quy phạm pháp luật về căn cước tại địa phương đúng hay sai?,Đúng
"Bộ luật dân sự - Cử, chỉ định người giám hộ",Uỷ ban nhân dân cấp xã có trách nhiệm cử người giám hộ khi người chưa thành niên không có người giám hộ đương nhiên theo Điều 52 và Điều 53 của Bộ luật dân sự. đúng hay sai?,Đúng
"Luật Tố tụng hành chính: Tiền tạm ứng chi phí xem xét, thẩm định tại chỗ là số tiền mà Tòa án tạm tính để tiến hành việc xem xét, thẩm định tại chỗ. Chi phí xem xét, thẩm định tại chỗ là số tiền cần thiết và hợp lý phải chi trả cho công việc xem xét, thẩm định tại chỗ căn cứ vào quy định của pháp luật.","Tiền tạm ứng chi phí xem xét, thẩm định tại chỗ là số tiền mà Tòa án tạm tính để tiến hành việc xem xét, thẩm định tại chỗ đúng hay sai?",Đúng
"Luật Chăn nuôi: Yêu cầu đối với thức ăn chăn nuôi thương mại trước khi lưu thông trên thị trường
1. Công bố tiêu chuẩn áp dụng và công bố hợp quy theo quy định của pháp luật về tiêu chuẩn và quy chuẩn kỹ thuật, chất lượng sản phẩm, hàng hóa.
2. Có chất lượng phù hợp tiêu chuẩn công bố áp dụng, quy chuẩn kỹ thuật tương ứng.
3. Sản xuất tại cơ sở có Giấy chứng nhận đủ điều kiện sản xuất thức ăn chăn nuôi do cơ quan quản lý nhà nước có thẩm quyền cấp.
4. Công bố thông tin sản phẩm thức ăn chăn nuôi trên Cổng thông tin điện tử của Bộ Nông nghiệp và Phát triển nông thôn.
5. Nhãn hoặc tài liệu kèm theo thức ăn chăn nuôi thực hiện theo quy định tại Điều 46 của Luật này.",Thức ăn chăn nuôi thương mại có thể được sản xuất tại cơ sở không có Giấy chứng nhận đủ điều kiện sản xuất đúng hay sai?,Sai
"Bộ luật dân sự
Lỗi trong trách nhiệm dân sự
Lỗi trong trách nhiệm dân sự bao gồm lỗi cố ý, lỗi vô ý.
Lỗi cố ý là trường hợp một người nhận thức rõ hành vi của mình sẽ gây thiệt hại cho người khác mà vẫn thực hiện và mong muốn hoặc tuy không mong muốn nhưng để mặc cho thiệt hại xảy ra.
Lỗi vô ý là trường hợp một người không thấy trước hành vi của mình có khả năng gây thiệt hại, mặc dù phải biết hoặc có thể biết trước thiệt hại sẽ xảy ra hoặc thấy trước hành vi của mình có khả năng gây thiệt hại, nhưng cho rằng thiệt hại sẽ không xảy ra hoặc có thể ngăn chặn được.","Nếu một người biết hành vi của mình có thể gây thiệt hại nhưng không thực hiện biện pháp ngăn ngừa, thì đây là lỗi cố ý đúng hay sai?",Sai
"Luật Đất đai, Nghĩa vụ chung của người sử dụng đất","Người sử dụng đất có nghĩa vụ xử lý, cải tạo và phục hồi đất bị ô nhiễm, thoái hóa do mình gây ra đúng hay sai?",Đúng
"Luật Phòng, chống ma túy: Kiểm soát hoạt động hợp pháp liên quan đến ma túy vì mục đích quốc phòng, an ninh. Hoạt động nghiên cứu, giám định, sản xuất, vận chuyển, tồn trữ, bảo quản, sử dụng, nhập khẩu, xuất khẩu, tạm nhập, tái xuất, tạm xuất, tái nhập, quá cảnh chất ma túy, tiền chất, thuốc gây nghiện, thuốc hướng thần, thuốc tiền chất, nguyên liệu làm thuốc là dược chất gây nghiện, dược chất hướng thần, tiền chất dùng làm thuốc, thuốc thú y có chứa chất ma túy, tiền chất vì mục đích quốc phòng, an ninh thực hiện theo quy định của Chính phủ.",Tất cả hoạt động liên quan đến thuốc gây nghiện đều phải tuân theo quy định của Chính phủ đúng hay sai?,Sai
Luật Nhà ở - Trách nhiệm của Bộ Xây dựng (Điều 197),Bộ Xây dựng có trách nhiệm quản lý nhà ở thuộc tài sản công của cơ quan trung ương nhưng không cần lưu trữ hồ sơ nhà ở thuộc tài sản công đúng hay sai?,Sai
"Luật Nhà ở: Số lượng nhà ở mà tổ chức, cá nhân nước ngoài được sở hữu tại Việt Nam; Chính phủ quy định yêu cầu về khu vực cần bảo đảm quốc phòng, an ninh, tiêu chí quy đổi quy mô về dân số tương đương một phường, số lượng nhà ở mà tổ chức, cá nhân nước ngoài được sở hữu, việc gia hạn thời hạn sở hữu nhà ở và việc quản lý, sở hữu nhà ở của tổ chức, cá nhân nước ngoài tại Việt Nam.","Chính phủ có thẩm quyền điều chỉnh thời hạn sở hữu nhà ở của tổ chức, cá nhân nước ngoài theo quy định của Luật Nhà ở đúng hay sai?",Đúng
Luật Đất đai: Quyền của Nhà nước là đại diện chủ sở hữu về đất đai... (các điểm 1-12),"Khi Nhà nước thu hồi đất, có thể thực hiện mà không cần thông báo trước cho người sử dụng đất đúng hay sai?",Sai
"Bộ luật dân sự, Điều 122: Quản lý tài sản của người được giám hộ","Người giám hộ của người có khó khăn trong nhận thức, làm chủ hành vi được quản lý tài sản theo quy định của Điều 122 khoản 1 mà không cần sự quyết định của Tòa án. đúng hay sai?",Sai
Luật Hôn nhân và gia đình: Quản lý tài sản riêng của con,Con 16 tuổi mất năng lực hành vi dân sự thì cha mẹ vẫn có quyền quản lý tài sản riêng của con theo Điều 148 Luật Hôn nhân và gia đình đúng hay sai?,Sai
